padding_token_1,padding_token_2,padding_token_3,Stop_codons,Start_codons,TSS,TSS_A,exon_stop,alternative_exon,constitutive_exon,internal_exon,long_exon,last_exon,last_exon_400bp,last_exon_sc400,intron,pos_cds,pos_exons,dist_sj_5_p2000,dist_sj_3_p2000,length_UTR3,length_UTR5,length_cds,length_gene_ex,length_gene_full,length_tx_exon,length_tx_full,clust_C_f1000,clust_C_f100,dist_C_p200,sncRNA,lncRNA,GC_cont_genes,GC_cont_101bp,GC_cont_101bp_abs
0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1.611527158,1.610189066,0.335831873,-2.64206086,0.012460069,0,-0.476875093,-0.475504317,-0.489887047,-0.984982986,-0.489887047,1.419265524,-0.575312577,0.191849484,1,1,2.422738229,0.862546165,0.918912056
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-1.430273065,-1.422567949,0.335831873,-2.656157489,0.042344451,0,0.550300487,0.551439408,0.541347286,-0.136933327,0.541347286,1.39560568,1.288010492,-1.434702494,1,1,-0.789059394,0.123932838,0.278297059
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,-0.078557236,-0.074870742,-3.175630798,0.354650909,0.052078926,0,-0.090806823,-0.08952319,-0.102293277,-0.855931951,-0.102293277,1.951612022,0.24877557,-0.326692735,1,1,-0.137079577,-0.24752091,0.106975591
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,-0.73383535,-0.728200728,-3.175630798,0.350619274,-0.099747434,0,-0.090806823,-0.08952319,-0.102293277,-0.855931951,-0.102293277,1.111687548,0.42150303,-0.472281585,1,1,-0.137079577,0.130426698,0.212043435
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,-0.753997753,-0.748303189,-3.175630798,0.434112843,0.031413742,0,-0.090806823,-0.08952319,-0.102293277,-0.855931951,-0.102293277,1.052537937,0.899224159,-0.855364459,1,1,-0.137079577,0.532883919,0.462643127
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-1.336228405,-1.328802881,0.335831873,-2.636378208,-0.004832484,0,-0.277991439,-0.276665554,-0.290217529,-1.032389489,-0.290217529,-0.106794435,1.276823641,-0.950148613,1,1,1.393782834,0.122615927,0.142774738
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1.086141509,1.086365377,0.335831873,-2.471110861,-0.099006045,0,-0.277991439,-0.276665554,-0.290217529,-1.032389489,-0.290217529,0.401892218,2.570893999,0.154459414,1,1,1.393782834,1.787679147,1.768332822
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,-0.435193141,-0.430446376,-3.175630798,0.387904665,-0.033138089,0,-0.481554708,-0.480182876,-0.494585153,-0.874367813,-0.494585153,0.023334709,0.667083254,-1.328999858,1,1,0.196813505,0.470403117,0.531998507
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-0.672875735,-0.667422345,-3.175630798,0.386955864,0.024352151,0,-0.481554708,-0.480182876,-0.494585153,-0.874367813,-0.494585153,0.023334709,1.529764761,-0.814178617,1,1,0.196813505,2.412032505,2.300996153
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.393992804,0.396274416,-3.175630798,0.423644187,0.001148653,0,0.330358563,0.33154713,0.32053629,-0.898071065,0.32053629,1.454755291,0.720681749,0.659165101,1,1,-0.437427762,0.380612219,0.348431716
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.338259484,0.34070679,0.335831873,0.452042926,-0.081991476,0,-0.212476823,-0.211165727,-0.224444041,-0.47667993,-0.224444041,1.147177315,3.138863745,-0.466930886,1,1,0.299877607,1.012776902,1.059856218
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,-0.486445312,-0.481546176,-3.175630798,0.352218662,-0.010320551,0,0.328018756,0.32920785,0.318187237,-0.711078749,0.318187237,1.241816692,-0.567072354,0.600765764,1,1,0.90922889,-0.911064801,0.978974628
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-1.229382128,-1.222274256,-3.175630798,0.450186182,-0.046670744,0,0.328018756,0.32920785,0.318187237,-0.711078749,0.318187237,1.194497003,0.200394959,1.541793393,1,1,0.90922889,-0.128764202,0.209125706
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1.461965881,1.461072431,-3.175630798,0.459849635,-0.075480937,0,0.510523756,0.511671656,0.501413382,1.132507468,0.501413382,0.603000895,0.01640589,-0.811532312,1,1,1.240556535,-1.282077585,1.173475922
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,-0.408417044,-0.403749885,-3.175630798,0.341177808,0.066008312,0,0.510523756,0.511671656,0.501413382,1.132507468,0.501413382,2.507618364,1.155819962,-0.799816153,1,1,1.240556535,1.122836856,1.037158295
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.43027784,0.432451578,-3.175630798,0.411521732,-0.025574494,0,-0.668739324,-0.66732524,-0.682509405,0.136970911,-0.682509405,0.591170973,1.225387479,-0.834391008,1,1,4.102172173,2.817658482,2.685570251
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,-0.442722634,-0.437953484,0.335831873,0.449250698,-0.034237265,0,1.724883952,1.725757745,1.720571967,-0.642602689,1.720571967,1.312796225,0.343461025,-0.827103218,1,1,-0.796145485,-0.018695965,0.069080708
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,-0.108643345,-0.104867407,0.335831873,0.403946732,0.085632345,0,1.724883952,1.725757745,1.720571967,-0.642602689,1.720571967,0.839599338,-0.128252977,6.045264989,1,1,-0.796145485,-0.5932565,0.494114343
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,-0.21097063,-0.206890475,0.335831873,0.383527823,0.022563639,0,-0.526011055,-0.524629187,-0.539217163,-0.618899438,-0.539217163,1.39560568,2.135370206,-0.916388366,1,1,2.150143158,1.824111261,1.855011005
0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1.743399215,1.741669071,0.335831873,0.412196793,0.04446064,0,-0.526011055,-0.524629187,-0.539217163,-0.618899438,-0.539217163,1.513904902,-1.571237224,-1.460346323,1,1,2.150143158,1.276492346,1.242388826
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-0.973515921,-0.967168735,-3.175630798,0.49977716,0.022927518,0,-0.944836633,-0.943360228,-0.959697677,-0.932309095,-0.959697677,-2.035071748,-0.452517644,-0.390659629,1,1,-1.351251378,0.287739099,0.338856417
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.663831626,0.665311013,0.335831873,-2.489996966,-0.006839886,0,-0.935477402,-0.934003109,-0.950301464,-0.853298257,-0.950301464,-1.999581981,-0.581040215,-0.331952279,1,1,-0.597669226,-0.39885981,0.2726533
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.647857504,0.649384381,0.335831873,-2.513817384,-0.042466655,0,-0.935477402,-0.934003109,-0.950301464,-0.853298257,-0.950301464,-1.999581981,-0.848467659,-0.290862786,1,1,-0.597669226,-0.314346586,0.43679095
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0.019542022,0.022936868,0.335831873,-2.651379785,0.099139026,0,-0.935477402,-0.934003109,-0.950301464,-0.853298257,-0.950301464,-1.999581981,-1.081759664,1.596663127,1,1,-0.597669226,0.255481017,0.23448751
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,-0.264910357,-0.26066984,0.335831873,-2.532602759,-0.001706205,0,0.005125293,0.006387272,-0.005982098,-0.848030867,-0.005982098,0.662150506,0.126453807,2.126622464,1,1,-0.612451724,-2.018776762,2.060338973
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-1.306395744,-1.299058913,0.335831873,-2.661822369,0.039537873,0,0.005125293,0.006387272,-0.005982098,-0.848030867,-0.005982098,-0.485351944,-0.802860426,0.07863621,1,1,-0.612451724,0.139076892,0.2316751
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,-0.560659949,-0.555540174,0.335831873,-2.533588493,-0.099525746,0,0.831077411,0.832152955,0.823233664,-0.96391343,0.823233664,2.022591555,0.687945616,-0.867508259,1,1,-0.430301625,0.447056601,0.342915186
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.647135509,0.648664533,-3.175630798,0.511902549,0.048316472,0,-0.898040479,-0.896574637,-0.912716614,2.386146096,-0.912716614,-1.06501813,-0.21536968,1.003797673,1,1,-1.23338362,-0.989444095,1.146156971
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-1.548026779,-1.539971583,-3.175630798,0.31503965,0.088498715,0,1.331796259,1.33275878,1.325931038,0.17647633,1.325931038,2.389319142,3.231136784,-0.870079981,1,1,0.74495086,1.905448072,1.736461585
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,-1.021915228,-1.015424151,-3.175630798,0.487341152,0.004731992,0,1.331796259,1.33275878,1.325931038,0.17647633,1.325931038,2.058081321,1.586809127,-0.365921112,1,1,0.74495086,2.234297091,2.218157376
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,-0.621912813,-0.616610935,-3.175630798,0.398000799,0.030393019,0,1.331796259,1.33275878,1.325931038,0.17647633,1.325931038,2.531278208,0.478406002,0.542227736,1,1,0.74495086,1.342655819,1.248738877
0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1.744728192,1.742994096,0.335831873,0.324750321,0.062803474,0,1.165669912,1.166669931,1.159148264,-0.811159143,1.159148264,-0.62731101,-1.559622564,-0.858375653,1,1,-0.036547237,0.772970033,0.701863518
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-1.396713139,-1.389107796,0.335831873,0.36605216,0.08786753,0,-0.172700092,-0.171397974,-0.184510137,-0.56885924,-0.184510137,-0.4616921,0.760777354,-0.468095041,1,1,0.635662255,1.003241631,1.00127838
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-0.989070699,-0.982677268,0.335831873,0.507910561,-0.043242354,0,-0.172700092,-0.171397974,-0.184510137,-0.56885924,-0.184510137,-0.000325135,-1.063655752,0.056764971,1,1,0.635662255,0.304221966,0.447618734
0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,-1.583749082,-1.575587685,0.335831873,0.489406975,-0.016204063,0,-0.933137595,-0.93166383,-0.947952411,0.418776233,-0.947952411,-1.135997663,-1.170671787,-0.31699915,1,1,0.843883612,-0.528852293,0.451680734
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1.038655135,1.03902018,0.335831873,0.349082525,0.056690117,0,-1.033749326,-1.032252851,-1.048961697,-1.116667716,-1.048961697,-0.816589765,-1.571921135,1.548566827,1,1,-0.71990399,-0.277871599,0.451572804
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,-0.22796987,-0.223839176,0.335831873,0.349972404,-0.071344485,0,-0.376263362,-0.374915296,-0.388877761,-0.953378651,-0.388877761,0.638490662,0.434076279,-0.444974142,1,1,1.899495163,1.860403376,1.789571452
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1.097921827,1.098110673,0.335831873,0.335479398,0.058341197,0,1.060378566,1.061402351,1.053440872,-0.055288794,1.053440872,-0.035814902,-0.76076059,-0.917754971,1,1,-0.784027348,-1.870037806,1.722098471
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.77258369,0.773739759,0.335831873,0.411576371,0.091887844,0,1.060378566,1.061402351,1.053440872,-0.055288794,1.053440872,0.579341051,-0.745249325,1.503547793,1,1,-0.784027348,-0.059638873,0.090278103
0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1.610490439,1.609155429,0.335831873,0.384517195,-0.069919661,0,-0.979933749,-0.978449421,-0.748282893,2.322937425,-0.748282893,-0.603651166,-1.743538827,0.011505022,1,1,0.624986301,-1.29717749,1.233755748
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1.062654865,1.062948558,0.335831873,0.400458445,-0.058937418,0,-0.979933749,-0.978449421,-0.748282893,2.322937425,-0.748282893,-0.781099998,-0.14358526,-0.810020081,1,1,0.624986301,1.052548056,1.061719721
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0.141824856,0.144856158,0.335831873,0.444334583,-0.057024747,0,-0.979933749,-0.978449421,-0.748282893,2.322937425,-0.748282893,-1.147827585,0.407402456,-0.388531443,1,1,0.624986301,0.197448743,0.261434394
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,-0.726918013,-0.721303957,0.335831873,0.407396034,0.07534474,0,1.238203951,1.239187597,1.231968912,-0.961279735,1.231968912,2.069911244,1.123171725,-1.265007997,1,1,-0.380931989,0.937654072,0.936560898
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1.127967354,1.128066875,0.335831873,0.443523149,0.092086625,0,0.180610871,0.181833238,0.170196888,1.306331311,0.170196888,-0.615481088,-0.781900968,0.669706045,1,1,-0.668003947,-1.440111461,1.519817447
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-1.155862036,-1.148972738,0.335831873,-1.642011934,0.007091432,0,-0.458156631,-0.45679008,-0.471094622,-0.840129784,-0.471094622,0.863259183,0.591721105,0.014063859,1,1,0.795365125,0.9654336,0.915639118
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.952169559,0.952791723,0.335831873,-0.506854597,-0.099482426,0,-0.458156631,-0.45679008,-0.471094622,-0.840129784,-0.471094622,-0.319733034,1.114117516,-0.289637797,1,1,0.795365125,2.283268359,2.271821018
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-0.792055496,-0.786247787,0.335831873,0.496881575,0.057937428,0,-0.961215287,-0.959735185,-0.976141049,-0.50565057,-0.976141049,-2.023241825,-0.567355406,-0.450638298,1,1,0.410922359,-0.082557974,0.271979314
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.399068705,0.401335227,0.335831873,0.33310392,0.034161633,0,0.115096255,0.116333411,0.1044234,-0.863833035,0.1044234,1.691353734,1.139397619,1.022709915,1,1,-0.742525192,0.739396924,0.786240217
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-1.122503096,-1.115712974,0.335831873,0.325351951,-0.092929065,0,-0.37860317,-0.377254575,-0.391226815,0.0447916,-0.391226815,-0.012155057,1.568736357,-0.482752397,1,1,0.159844161,0.070485788,-0.065136503
0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1.569031896,1.559582229,0.335831873,-1.596393301,-0.094677149,0,-0.935477402,-0.934003109,-0.874348746,0.798028255,-0.874348746,-1.703833927,-1.695292461,-0.478984038,1,1,-1.599073697,-1.355116153,1.535614424
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-0.761154878,-0.755439037,0.335831873,0.376195885,0.067466392,0,-0.556428555,-0.555039821,-0.569754854,-0.834862394,-0.569754854,-0.177773968,0.531586534,-1.444047758,1,1,1.415863944,0.846070939,0.897476895
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-0.758088293,-0.752381568,0.335831873,0.477959901,0.057915917,0,-0.556428555,-0.555039821,-0.569754854,-0.834862394,-0.569754854,-0.177773968,0.564140261,-1.402545142,1,1,1.415863944,0.720595458,0.744501955
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.180286856,0.183203811,0.335831873,0.384240355,0.02028532,0,-0.556428555,-0.555039821,-0.569754854,-0.834862394,-0.569754854,0.070654398,0.944413529,1.107654294,1,1,1.415863944,0.573149365,0.576211664
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-0.75823249,-0.752525336,0.335831873,0.380164189,-0.082540807,0,-0.70383644,-0.702414433,-0.717745202,0.798028255,-0.717745202,-0.485351944,-0.113058313,0.040573697,1,1,0.424140039,-0.062790751,0.02619324
0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1.155105952,1.155124791,0.335831873,0.390119916,0.098259387,0,-1.227953365,-1.226413054,-1.243933108,-1.06136013,-1.243933108,-1.467235484,-0.959184268,-0.342182474,0,0,-0.46111407,-0.624054657,0.488412773
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.647538209,0.649066036,0.335831873,0.348775077,0.097608692,0,1.203106835,1.204098404,1.196733115,-0.231746332,1.196733115,0.981558404,-0.439938622,0.581404922,1,1,-0.256241198,-0.344469459,0.281425568
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1.579546508,1.578303494,-1.904481311,0.323795355,0.004705812,0,2.246661069,2.247417086,2.244410819,1.308965006,2.244410819,0.011504787,0.112015427,-0.773991906,1,1,-0.771676217,-0.599372571,0.513384254
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.771404197,0.772563773,0.009265844,0.446994359,-0.077872115,0,2.246661069,2.247417086,2.244410819,1.308965006,2.244410819,0.79227965,0.074476463,1.120702683,1,1,-0.771676217,-0.143320985,0.27176859
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.573446402,0.575194502,0.335831873,0.443105704,0.057836052,0,2.246661069,2.247417086,2.244410819,1.308965006,2.244410819,0.744959961,0.054704798,-0.942504091,1,1,-0.771676217,-0.70085109,0.635489198
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.525995844,0.527885014,0.335831873,0.386292508,-0.011538725,0,2.246661069,2.247417086,2.244410819,1.308965006,2.244410819,0.815939494,-0.650344638,0.129667713,1,1,-0.771676217,-0.762316025,0.735566901
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-0.838756365,-0.832809816,0.335831873,0.46764343,-0.020134821,0,-0.217156438,-0.215844286,-0.229142147,1.798832201,-0.229142147,0.224443386,0.458815602,-0.961376269,1,1,1.336473462,-0.60178953,0.545666432
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.854540228,0.855452642,0.335831873,0.407684642,0.002072007,0,0.328018756,0.32920785,0.318187237,0.616303328,0.318187237,0.401892218,-1.026730781,0.554940463,1,1,0.448055778,-0.07711727,0.025587448
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,-0.491886508,-0.486971195,0.335831873,0.403013499,-0.074498823,0,1.46282549,1.463758435,1.457478014,-0.576760324,1.457478014,1.513904902,0.363589083,0.109794794,1,1,0.544312106,-0.75477542,0.719892882
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-1.556058164,-1.547979092,0.335831873,0.42181927,0.003181011,0,1.46282549,1.463758435,1.457478014,-0.576760324,1.457478014,1.040708015,-0.350973535,1.002444534,1,1,0.544312106,0.941116121,0.85441574
0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1.640371209,1.638947364,0.335831873,0.473213795,0.00557815,0,-1.026729903,-1.025235012,-1.041914537,-0.932309095,-1.041914537,0.212613464,-1.989875847,-0.36122056,1,1,2.072826525,-0.406328656,0.373085458
0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,-1.027463615,-1.020956043,0.335831873,0.495634061,0.059389289,0,-1.139040672,-1.137520431,-1.154669088,1.359005203,-1.154669088,-2.48460879,-0.874180969,0.152312736,0,0,-0.129822366,0.291845915,0.419470154
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1.511660048,1.510618859,0.335831873,0.362320469,0.062617422,0,0.377154717,0.378332721,0.367517353,0.895474955,0.367517353,-1.053188208,-1.755671099,-0.807370106,1,1,-0.668831771,0.741060365,0.759894947
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.254729101,0.257424741,0.335831873,0.409137376,0.013017245,0,0.377154717,0.378332721,0.367517353,0.895474955,0.367517353,0.555681206,-0.67913814,-0.944451257,1,1,-0.668831771,0.118868651,0.111461944
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.052240226,0.055537861,0.335831873,0.501100561,-0.003250444,0,0.377154717,0.378332721,0.367517353,0.895474955,0.367517353,0.567511129,-0.918273443,-1.286941426,1,1,-0.668831771,-0.726456748,0.722279585
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-1.359669548,-1.352174335,0.335831873,0.456239072,0.084441722,0,-0.341166247,-0.339826102,-0.353641964,-0.27651914,-0.353641964,-0.556331477,0.56779552,0.606251238,1,1,-0.309001999,-0.144077532,0.168021621
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,-0.748285072,-0.742607492,0.335831873,0.368347985,-0.079631186,0,-0.285010862,-0.283683393,-0.297264689,0.671610914,-0.297264689,0.058824476,0.130805869,-0.337031128,1,1,-0.231876902,0.74230532,0.738511826
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0.252429958,0.255132433,0.335831873,0.494945776,0.086343402,0,-1.129681441,-1.128163313,-1.145272876,-0.508284265,-1.145272876,-2.330819802,0.243130724,-0.856678203,1,1,0.532980879,-0.049756906,0.037069845
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-0.583037373,-0.577851071,0.335831873,0.451935563,0.013552124,0,-0.776370479,-0.7749321,-0.79056585,-0.758485251,-0.79056585,-1.100507897,0.685983423,-0.777333666,1,1,0.317756074,0.576902723,0.517930016
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-0.591172343,-0.585961856,0.335831873,0.313857025,-0.019567651,0,-0.776370479,-0.7749321,-0.79056585,-0.758485251,-0.79056585,-1.100507897,0.587842284,-0.794243786,1,1,0.317756074,0.305010494,0.285368733
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-1.206137966,-1.199099199,0.335831873,0.352461084,0.056692789,0,-0.051030092,-0.049755438,-0.062359374,0.524124017,-0.062359374,-0.177773968,0.551094307,-0.427465094,1,1,0.031215218,0.132683396,0.140562019
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-1.212014733,-1.204958495,0.335831873,0.504483031,-0.009338333,0,-0.051030092,-0.049755438,-0.062359374,0.524124017,-0.062359374,-0.18960389,0.561181127,-0.329282778,1,1,0.031215218,0.236605375,0.109758239
0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1.209304566,1.209162273,0.335831873,0.434949854,0.069524937,0,-1.148399903,-1.146877549,-1.164065301,0.339765395,-1.164065301,-2.035071748,0.198587365,3.06943051,0,0,2.737169977,1.711476225,1.644711625
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.067005971,0.070259708,0.335831873,0.40734379,0.021048046,0,-0.743613171,-0.742182186,-0.757679106,-0.550423378,-0.757679106,-1.467235484,-0.834361364,0.138781239,1,1,-0.474377706,-0.707565031,0.679819836
0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1.570775796,1.569558857,0.335831873,0.477503946,-0.069763155,0,-0.37860317,-0.377254575,-0.391226815,-0.065823573,-0.391226815,0.461041829,-1.026047135,-1.413604658,1,1,-0.911527435,-2.132655443,2.110348831
0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,-1.521718759,-1.513741776,0.335831873,0.335500261,-0.046658873,0,-0.600884901,-0.599486133,-0.614386864,-0.508284265,-0.614386864,1.442925369,0.754545536,-1.3768191,1,1,1.977567893,1.713491162,1.577898174
0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,-1.508810377,-1.500871771,0.335831873,0.313440828,-0.097176844,0,-0.600884901,-0.599486133,-0.614386864,-0.508284265,-0.614386864,1.431095447,0.872503078,-1.443448585,1,1,1.977567893,1.47630447,1.549838445
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1.092482203,1.092687221,0.335831873,0.443100817,0.016201004,0,-0.914419133,-0.912949593,-0.929159986,0.668977219,-0.929159986,-0.426202333,0.108166648,-1.349643743,1,1,0.553409237,0.482650295,0.62289415
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,-0.344956294,-0.340477802,0.335831873,0.506310869,-0.006811924,0,-0.914419133,-0.912949593,-0.929159986,0.668977219,-0.929159986,-1.076848052,-0.193587637,0.115775519,1,1,0.553409237,-0.295445698,0.424816167
0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,-1.631557781,-1.623254249,0.335831873,0.456220187,-0.082824641,0,-0.488574132,-0.487200714,-0.501632313,0.384538203,-0.501632313,1.028878093,-1.684237702,3.021694626,1,1,0.557345951,-1.531818202,1.521337686
